Payment.Method,Railcard,Ticket.Class,Ticket.Type,Price,Departure.Station,Arrival.Station,Departure,Scheduled.Arrival,Actual.Arrival,Journey.Status,Reason.for.Delay,Refund.Request,Row_ID,MediumPrice
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-22 08:00:00,2024-04-22 10:15:00,,Cancelled,Signal Failure,0,29417,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-22 08:00:00,2024-04-22 10:15:00,,Cancelled,Signal Failure,0,29419,0
Contactless,Adult,Standard,Off-Peak,10,Manchester Piccadilly,Leeds,2024-04-22 09:00:00,2024-04-22 09:45:00,2024-04-22 12:26,Delayed,Signal Failure,0,29424,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-23 07:30:00,2024-04-23 09:20:00,,Cancelled,Weather,0,29433,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-23 07:30:00,2024-04-23 09:20:00,,Cancelled,Weather,1,29436,0
Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-04-23 07:00:00,2024-04-23 07:30:00,,Cancelled,Traffic,1,29443,0
Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-04-23 07:00:00,2024-04-23 07:30:00,,Cancelled,Traffic,0,29444,0
Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-04-23 07:00:00,2024-04-23 07:30:00,,Cancelled,Traffic,0,29445,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-23 07:30:00,2024-04-23 09:20:00,,Cancelled,Weather,0,29448,0
Credit Card,None,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-04-23 08:00:00,2024-04-23 10:15:00,2024-04-23 11:07,Delayed,Weather,0,29451,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-23 08:00:00,2024-04-23 10:15:00,2024-04-23 11:07,Delayed,Weather,0,29454,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-23 08:00:00,2024-04-23 10:15:00,2024-04-23 11:07,Delayed,Weather,0,29455,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-04-23 08:00:00,2024-04-23 09:50:00,2024-04-23 10:47,Delayed,Weather,0,29457,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-23 08:00:00,2024-04-23 10:15:00,2024-04-23 11:07,Delayed,Weather,0,29458,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-23 08:00:00,2024-04-23 10:15:00,2024-04-23 11:07,Delayed,Weather,0,29459,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-04-23 08:00:00,2024-04-23 09:50:00,2024-04-23 10:47,Delayed,Weather,0,29461,0
Credit Card,None,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-04-23 08:00:00,2024-04-23 10:15:00,2024-04-23 11:07,Delayed,Weather,0,29462,0
Contactless,Adult,Standard,Advance,8,Manchester Piccadilly,Nottingham,2024-04-23 09:00:00,2024-04-23 10:00:00,2024-04-23 10:41,Delayed,Signal Failure,0,29471,0
Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-23 09:00:00,2024-04-23 09:30:00,,Cancelled,Weather,1,29472,0
Debit Card,Adult,First Class,Advance,19,Birmingham New Street,Manchester Piccadilly,2024-04-23 11:15:00,2024-04-23 12:35:00,2024-04-23 12:43,Delayed,Technical Issue,1,29483,1
Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-23 11:00:00,2024-04-23 12:20:00,2024-04-23 12:58,Delayed,Staff-Related,0,29492,0
Debit Card,None,Standard,Off-Peak,31,Birmingham New Street,London Euston,2024-04-22 15:30:00,2024-04-22 16:50:00,2024-04-22 16:55,Delayed,Staff-Related,1,29525,0
Contactless,None,First Class,Anytime,114,London Kings Cross,York,2024-04-22 17:45:00,2024-04-22 19:35:00,,Cancelled,Weather,0,29528,0
Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-04-22 17:45:00,2024-04-22 19:35:00,,Cancelled,Weather,0,29529,0
Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-04-22 18:45:00,2024-04-22 20:05:00,,Cancelled,Traffic,0,29556,1
Debit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-04-23 16:00:00,2024-04-23 17:20:00,2024-04-23 17:38,Delayed,Signal Failure,0,29559,0
Credit Card,Adult,First Class,Advance,35,London Euston,Birmingham New Street,2024-04-23 16:00:00,2024-04-23 17:20:00,2024-04-23 17:38,Delayed,Signal Failure,0,29561,0
Debit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-04-23 16:00:00,2024-04-23 17:20:00,2024-04-23 17:38,Delayed,Signal Failure,0,29562,0
Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-04-23 16:00:00,2024-04-23 17:20:00,2024-04-23 17:38,Delayed,Signal Failure,1,29564,0
Credit Card,Adult,First Class,Advance,35,London Euston,Birmingham New Street,2024-04-23 17:45:00,2024-04-23 19:05:00,,Cancelled,Signal Failure,0,29582,0
Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,2024-04-22 22:15:00,2024-04-22 00:05:00,,Cancelled,Traffic,1,29600,0
Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-04-23 02:00:00,2024-04-23 03:00:00,,Cancelled,Signal Failure,0,29615,1
Contactless,Disabled,First Class,Off-Peak,27,London Paddington,Reading,2024-04-23 05:30:00,2024-04-23 06:30:00,2024-04-23 06:51,Delayed,Staff-Related,0,29648,1
Debit Card,Senior,Standard,Off-Peak,84,Manchester Piccadilly,London Euston,2024-04-23 09:30:00,2024-04-23 11:20:00,2024-04-23 11:42,Delayed,Traffic,1,29650,0
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-04-24 03:30:00,2024-04-24 05:20:00,2024-04-24 05:31,Delayed,Weather,0,29655,0
Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,2024-04-24 04:15:00,2024-04-24 05:15:00,2024-04-24 05:24,Delayed,Staff-Related,0,29666,0
Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-04-23 07:30:00,2024-04-23 09:20:00,,Cancelled,Weather,0,29667,0
Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-04-23 07:30:00,2024-04-23 09:20:00,,Cancelled,Weather,0,29671,0
Credit Card,Disabled,Standard,Anytime,47,London Kings Cross,York,2024-04-23 07:30:00,2024-04-23 09:20:00,,Cancelled,Weather,0,29672,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-23 08:00:00,2024-04-23 10:15:00,2024-04-23 11:07,Delayed,Weather,0,29679,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-23 08:00:00,2024-04-23 10:15:00,2024-04-23 11:07,Delayed,Weather,0,29680,0
Contactless,Adult,Standard,Off-Peak,10,Manchester Piccadilly,Leeds,2024-04-23 09:00:00,2024-04-23 09:45:00,2024-04-23 10:13,Delayed,Signal Failure,0,29692,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-24 08:00:00,2024-04-24 10:15:00,2024-04-24 11:10,Delayed,Weather,0,29734,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-24 08:00:00,2024-04-24 10:15:00,2024-04-24 11:10,Delayed,Weather,0,29735,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-24 08:00:00,2024-04-24 10:15:00,2024-04-24 11:10,Delayed,Weather,0,29737,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-24 08:00:00,2024-04-24 10:15:00,2024-04-24 11:10,Delayed,Weather,0,29738,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-24 08:00:00,2024-04-24 10:15:00,2024-04-24 11:10,Delayed,Weather,0,29740,0
Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-24 09:15:00,2024-04-24 09:45:00,,Cancelled,Signal Failure,0,29746,0
Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-23 11:15:00,2024-04-23 11:45:00,2024-04-23 11:47,Delayed,Technical Issue,1,29749,0
Credit Card,Adult,Standard,Advance,23,London Kings Cross,York,2024-04-24 09:45:00,2024-04-24 11:35:00,2024-04-24 11:39,Delayed,Signal Failure,0,29752,1
Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-24 12:45:00,2024-04-24 13:15:00,,Cancelled,Staff-Related,0,29769,0
Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-24 12:45:00,2024-04-24 13:15:00,,Cancelled,Staff-Related,0,29772,0
Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-23 16:00:00,2024-04-23 17:20:00,2024-04-23 17:38,Delayed,Signal Failure,0,29773,0
Debit Card,None,Standard,Advance,21,Birmingham New Street,London Euston,2024-04-24 15:30:00,2024-04-24 16:50:00,2024-04-24 17:04,Delayed,Staff-Related,1,29799,1
Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-23 17:45:00,2024-04-23 19:05:00,,Cancelled,Signal Failure,0,29800,0
Credit Card,Adult,First Class,Anytime,69,London Euston,Birmingham New Street,2024-04-23 17:45:00,2024-04-23 19:05:00,,Cancelled,Signal Failure,0,29804,0
Debit Card,Adult,Standard,Anytime,112,Manchester Piccadilly,London Euston,2024-04-23 17:30:00,2024-04-23 19:20:00,2024-04-23 19:39,Delayed,Technical Issue,1,29811,0
Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-24 15:45:00,2024-04-24 16:15:00,,Cancelled,Weather,1,29817,0
Credit Card,None,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-04-24 18:45:00,2024-04-24 20:05:00,,Cancelled,Signal Failure,0,29853,0
Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-24 18:45:00,2024-04-24 20:05:00,,Cancelled,Signal Failure,0,29858,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-24 18:45:00,2024-04-24 20:05:00,,Cancelled,Signal Failure,0,29859,0
Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-04-24 18:45:00,2024-04-24 20:05:00,,Cancelled,Signal Failure,0,29860,0
Credit Card,Adult,Standard,Advance,8,London Paddington,Reading,2024-04-24 20:15:00,2024-04-24 21:15:00,,Cancelled,Staff-Related,0,29868,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-24 01:30:00,2024-04-24 02:00:00,2024-04-24 02:12,Delayed,Signal Failure,1,29886,0
Credit Card,Adult,Standard,Off-Peak,77,Liverpool Lime Street,London Paddington,2024-04-24 03:00:00,2024-04-24 05:30:00,2024-04-24 06:27,Delayed,Staff-Related,1,29908,0
Credit Card,Adult,Standard,Off-Peak,77,Liverpool Lime Street,London Paddington,2024-04-24 03:00:00,2024-04-24 05:30:00,2024-04-24 06:27,Delayed,Staff-Related,1,29909,0
Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-04-24 04:15:00,2024-04-24 05:15:00,2024-04-24 05:24,Delayed,Staff-Related,0,29916,1
Credit Card,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-04-24 04:15:00,2024-04-24 05:15:00,2024-04-24 05:24,Delayed,Staff-Related,0,29919,1
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-25 01:30:00,2024-04-25 02:00:00,2024-04-25 02:54,Delayed,Signal Failure,1,29924,0
Debit Card,Senior,Standard,Off-Peak,76,Liverpool Lime Street,London Euston,2024-04-24 09:30:00,2024-04-24 11:45:00,2024-04-24 12:02,Delayed,Traffic,1,29936,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-24 08:00:00,2024-04-24 10:15:00,2024-04-24 11:10,Delayed,Weather,0,29966,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-24 08:00:00,2024-04-24 10:15:00,2024-04-24 11:10,Delayed,Weather,0,29967,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-24 08:00:00,2024-04-24 10:15:00,2024-04-24 11:10,Delayed,Weather,0,29968,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-24 08:00:00,2024-04-24 10:15:00,2024-04-24 11:10,Delayed,Weather,0,29969,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-24 08:00:00,2024-04-24 10:15:00,2024-04-24 11:10,Delayed,Weather,0,29972,0
Contactless,Adult,First Class,Off-Peak,57,London Kings Cross,York,2024-04-24 09:45:00,2024-04-24 11:35:00,2024-04-24 11:39,Delayed,Signal Failure,0,29992,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-25 09:00:00,2024-04-25 09:30:00,2024-04-25 11:35,Delayed,Signal Failure,0,30018,0
Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-04-25 09:00:00,2024-04-25 09:30:00,,Cancelled,Signal Failure,1,30021,0
Debit Card,Adult,First Class,Off-Peak,29,Birmingham New Street,Manchester Piccadilly,2024-04-24 11:15:00,2024-04-24 12:35:00,2024-04-24 12:37,Delayed,Technical Issue,1,30023,1
Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-04-25 11:15:00,2024-04-25 12:35:00,2024-04-25 12:54,Delayed,Technical Issue,1,30031,0
Debit Card,Senior,Standard,Advance,56,Manchester Piccadilly,London Euston,2024-04-25 09:30:00,2024-04-25 11:20:00,2024-04-25 11:34,Delayed,Traffic,1,30051,0
Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-04-24 18:45:00,2024-04-24 20:05:00,,Cancelled,Signal Failure,0,30075,1
Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-04-24 18:45:00,2024-04-24 20:05:00,,Cancelled,Signal Failure,0,30077,1
Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-04-24 18:45:00,2024-04-24 20:05:00,,Cancelled,Signal Failure,1,30080,1
Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-04-24 18:45:00,2024-04-24 20:05:00,,Cancelled,Signal Failure,0,30082,1
Contactless,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-04-25 16:15:00,2024-04-25 17:35:00,,Cancelled,Weather,0,30090,0
Contactless,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-04-25 16:15:00,2024-04-25 17:35:00,,Cancelled,Weather,0,30093,0
Credit Card,Adult,Standard,Off-Peak,13,London Paddington,Reading,2024-04-24 20:15:00,2024-04-24 21:15:00,,Cancelled,Staff-Related,0,30105,1
Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-25 17:15:00,2024-04-25 17:45:00,,Cancelled,Signal Failure,1,30106,0
Credit Card,Adult,Standard,Off-Peak,13,London Paddington,Reading,2024-04-24 20:15:00,2024-04-24 21:15:00,,Cancelled,Staff-Related,1,30108,1
Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-25 18:45:00,2024-04-25 19:15:00,,Cancelled,Traffic,0,30113,0
Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-25 18:45:00,2024-04-25 19:15:00,,Cancelled,Traffic,0,30116,0
Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-25 18:45:00,2024-04-25 19:15:00,,Cancelled,Traffic,1,30129,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-25 22:15:00,2024-04-25 00:05:00,,Cancelled,Weather,0,30156,0
Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-25 22:15:00,2024-04-25 00:05:00,,Cancelled,Weather,0,30157,0
Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-25 01:30:00,2024-04-25 02:00:00,2024-04-25 02:54,Delayed,Signal Failure,1,30162,0
Credit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-04-25 03:30:00,2024-04-25 05:20:00,2024-04-25 05:39,Delayed,Weather,0,30175,0
Credit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-04-25 03:30:00,2024-04-25 05:20:00,2024-04-25 05:39,Delayed,Weather,0,30177,0
Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-26 01:30:00,2024-04-26 02:00:00,2024-04-26 02:24,Delayed,Signal Failure,1,30186,0
Credit Card,None,Standard,Advance,12,Manchester Piccadilly,Nottingham,2024-04-26 02:00:00,2024-04-26 03:00:00,,Cancelled,Staff-Related,0,30192,1
Credit Card,None,Standard,Advance,12,Manchester Piccadilly,Nottingham,2024-04-26 02:00:00,2024-04-26 03:00:00,,Cancelled,Staff-Related,0,30195,1
Credit Card,None,Standard,Advance,12,Manchester Piccadilly,Nottingham,2024-04-26 02:00:00,2024-04-26 03:00:00,,Cancelled,Staff-Related,1,30196,1
Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-04-26 03:30:00,2024-04-26 05:20:00,2024-04-26 06:09,Delayed,Weather,0,30216,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-25 08:00:00,2024-04-25 10:15:00,2024-04-25 11:03,Delayed,Weather,0,30232,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-25 08:00:00,2024-04-25 10:15:00,2024-04-25 11:03,Delayed,Weather,0,30233,0
Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-26 05:45:00,2024-04-26 07:05:00,,Cancelled,Staff-Related,0,30241,0
Contactless,Adult,First Class,Off-Peak,10,Manchester Piccadilly,Liverpool Lime Street,2024-04-25 09:00:00,2024-04-25 09:30:00,2024-04-25 11:35,Delayed,Signal Failure,0,30247,0
Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-26 08:00:00,2024-04-26 10:15:00,2024-04-26 10:48,Delayed,Weather,0,30269,0
Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-25 11:15:00,2024-04-25 11:45:00,2024-04-25 11:51,Delayed,Technical Issue,1,30281,0
Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-26 11:00:00,2024-04-26 11:30:00,2024-04-26 13:01,Delayed,Staff-Related,0,30292,0
Debit Card,None,Standard,Advance,29,Edinburgh Waverley,London Kings Cross,2024-04-26 15:30:00,2024-04-26 19:50:00,2024-04-26 20:18,Delayed,Staff-Related,1,30340,1
Debit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-04-26 15:30:00,2024-04-26 17:20:00,2024-04-26 17:38,Delayed,Staff-Related,1,30342,0
Debit Card,Adult,Standard,Anytime,101,Liverpool Lime Street,London Euston,2024-04-25 17:30:00,2024-04-25 19:45:00,2024-04-25 19:48,Delayed,Technical Issue,1,30347,0
Debit Card,Adult,Standard,Advance,56,Manchester Piccadilly,London Euston,2024-04-26 17:30:00,2024-04-26 19:20:00,2024-04-26 19:37,Delayed,Technical Issue,1,30368,0
Debit Card,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-04-26 17:30:00,2024-04-26 19:45:00,2024-04-26 19:52,Delayed,Technical Issue,1,30369,0
Credit Card,Senior,First Class,Anytime,13,Manchester Piccadilly,Liverpool Lime Street,2024-04-25 18:45:00,2024-04-25 19:15:00,,Cancelled,Traffic,0,30372,1
Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-25 18:45:00,2024-04-25 19:15:00,,Cancelled,Traffic,0,30374,0
Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-25 18:45:00,2024-04-25 19:15:00,,Cancelled,Traffic,0,30376,0
Contactless,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-04-26 17:30:00,2024-04-26 19:45:00,2024-04-26 19:52,Delayed,Technical Issue,0,30384,0
Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,2024-04-25 22:15:00,2024-04-25 00:05:00,,Cancelled,Weather,0,30415,0
Credit Card,None,Standard,Off-Peak,128,Manchester Piccadilly,London Paddington,2024-04-26 01:45:00,2024-04-26 04:00:00,,Cancelled,Signal Failure,0,30432,0
Credit Card,None,Standard,Off-Peak,17,Manchester Piccadilly,Nottingham,2024-04-26 02:00:00,2024-04-26 03:00:00,,Cancelled,Staff-Related,0,30436,1
Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-27 02:15:00,2024-04-27 03:35:00,,Cancelled,Signal Failure,0,30455,0
Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-27 02:15:00,2024-04-27 03:35:00,,Cancelled,Signal Failure,1,30456,0
Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-27 02:15:00,2024-04-27 03:35:00,,Cancelled,Signal Failure,0,30457,0
Credit Card,Disabled,First Class,Anytime,15,York,Doncaster,2024-04-26 06:30:00,2024-04-26 07:00:00,,Cancelled,Technical Issue,1,30465,1
Credit Card,Disabled,First Class,Anytime,15,York,Doncaster,2024-04-26 06:30:00,2024-04-26 07:00:00,,Cancelled,Technical Issue,0,30468,1
Credit Card,Disabled,Standard,Anytime,7,York,Doncaster,2024-04-26 06:30:00,2024-04-26 07:00:00,,Cancelled,Technical Issue,0,30469,0
Credit Card,Disabled,Standard,Anytime,14,York,Wakefield,2024-04-26 07:30:00,2024-04-26 07:55:00,2024-04-26 07:55,Delayed,Staff-Related,0,30486,1
Credit Card,None,Standard,Anytime,18,Reading,Swindon,2024-04-26 07:30:00,2024-04-26 08:15:00,,Cancelled,Traffic,1,30487,1
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-26 08:00:00,2024-04-26 10:15:00,2024-04-26 10:48,Delayed,Weather,0,30492,0
Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-26 08:00:00,2024-04-26 10:15:00,2024-04-26 10:48,Delayed,Weather,0,30493,0
